accuracy	0.730000	0.763333	0.740000	0.740000	0.723333	0.740000	0.750000	0.806667	0.756667	0.753333	0.756667	0.696667	0.723333	0.733333	0.730000	0.760000	0.743333	0.736667	0.750000	0.766667
recall	0.664692	0.677624	0.677823	0.651436	0.647529	0.649922	0.677616	0.739881	0.680159	0.678116	0.658702	0.617145	0.642200	0.656338	0.652574	0.666283	0.663357	0.667642	0.683824	0.702052
precision	0.668286	0.709404	0.706074	0.673631	0.680435	0.666460	0.738612	0.760727	0.709422	0.687030	0.750000	0.645492	0.684288	0.656338	0.687465	0.726703	0.696123	0.686827	0.713333	0.711496
f1score	0.666388	0.688556	0.686428	0.659309	0.655654	0.656367	0.688844	0.748787	0.690148	0.682112	0.671127	0.622464	0.650433	0.656338	0.661442	0.680000	0.673170	0.674625	0.693289	0.706310
mcc	0.332959	0.385721	0.382856	0.324309	0.326309	0.315949	0.411734	0.500174	0.388481	0.365037	0.398374	0.261103	0.323764	0.312675	0.338243	0.388314	0.357983	0.353949	0.396059	0.413440
spd0	0.047488	0.026587	0.061398	0.042975	0.024884	0.016526	0.007123	0.038030	0.009027	0.104327	0.112878	0.030000	0.047619	0.052664	0.013094	0.067266	0.019887	0.104790	0.015677	0.034908
aod0	0.009616	0.050649	0.091592	0.093954	0.066883	0.000517	0.039765	0.006007	0.040620	0.039120	0.082509	0.035405	0.079558	0.003354	0.048532	0.106179	0.030612	0.083333	0.063016	0.092097
eod0	0.025503	0.029870	0.026163	0.038816	0.046042	0.003519	0.015238	0.016557	0.054924	0.124003	0.022222	0.018795	0.053556	0.078431	0.019287	0.081532	0.016111	0.033835	0.025116	0.024697
spd1	0.077572	0.092484	0.023631	0.085187	0.087112	0.113213	0.008000	0.107143	0.067634	0.070675	0.040816	0.085011	0.180739	0.093384	0.000931	0.048613	0.066591	0.008065	0.124540	0.151147
aod1	0.002010	0.022892	0.023056	0.140210	0.168815	0.040484	0.087273	0.027015	0.064871	0.008503	0.012903	0.056119	0.122052	0.048790	0.016898	0.111222	0.038501	0.048790	0.033864	0.054865
eod1	0.013221	0.071321	0.010217	0.043577	0.048575	0.103813	0.051688	0.101042	0.022081	0.059143	0.003083	0.095800	0.187132	0.056528	0.013291	0.019849	0.014515	0.027045	0.196552	0.148421
wcspd	0.125043	0.189467	0.101810	0.100000	0.107534	0.157101	0.215107	0.129223	0.099077	0.157857	0.128049	0.142857	0.243679	0.184492	0.101949	0.189084	0.095483	0.146199	0.146045	0.244048
wcaod	0.071528	0.165190	0.103979	0.171111	0.180292	0.180655	0.220197	0.034416	0.121795	0.138889	0.110606	0.140220	0.179861	0.143949	0.085563	0.252381	0.037726	0.202797	0.099835	0.189525
wceod	0.032440	0.171429	0.116667	0.086667	0.117007	0.171978	0.102564	0.139860	0.111111	0.155522	0.027333	0.140056	0.296337	0.190789	0.024346	0.095425	0.064103	0.094079	0.278704	0.262166
avespd	0.033404	0.055679	0.033496	0.036719	0.042290	0.058880	0.066663	0.053677	0.036065	0.056399	0.053617	0.041966	0.090465	0.056111	0.036684	0.055573	0.030815	0.046443	0.065360	0.078057
aveaod	0.031201	0.046069	0.041841	0.067492	0.078201	0.052055	0.074748	0.014513	0.039089	0.037884	0.045010	0.043447	0.051547	0.043276	0.036695	0.072741	0.016300	0.061115	0.032496	0.059380
aveeod	0.013863	0.047050	0.031714	0.025672	0.034447	0.054155	0.026811	0.051294	0.038242	0.063330	0.008147	0.054642	0.096307	0.058572	0.011601	0.032029	0.022032	0.037805	0.091196	0.073520
